프롬프트,응답
"다음 글을 간결하게 요약하세요:
LX판토스가 2023년 11월 ESG 글로벌 이니셔티브인 UNGC(United Nations Global Compact)에 가입했다. UNGC는 전 세계 167개국 2만 3,000여 회원사가 참여하는 세계 최대 규모의 ESG 국제 협약으로, 기업의 사회적 책임 이행과 이를 통한 지속가능한 성장을 추구한다. UNGC 회원사들은 인권, 노동, 환경, 반부패 등 4개 분야의 10대 원칙을 경영 전반에 반영하고 그 이행 보고서를 대외에 공개하는데, 여기서 주목할 점은 LX판토스가 비상장사라는 점이다. 비상장사는 지속가능경영보고서 발간 의무가 없다. 그럼에도 LX판토스는 자발적으로 지속가능경영보고서를 내놓을 만큼 ESG경영에 온 힘을 다하고 있다. LX판토스는 고도화되고 있는 물류 공급망에서 ESG경영은 핵심적인 생존 요소라고 여기며 고객과 주주, 협력사, 지역사회는 물론 자연이 함께 성장할 수 있는 기업으로 성장하겠다는 입장이다.","LX판토스가 2023년 11월 ESG 글로벌 이니셔티브인 UNGC(United Nations Global Compact)에 가입했다. UNGC는 전 세계 167개국 2만 3,000여 회원사가 참여하는 세계 최대 규모의 ESG 국제 협약으로, 기업의 사회적 책임 이행과 이를 통한 지속가능한 성장을 추구한다. UNGC 회원사들은 인권, 노동, 환경, 반부패 등 4개 분야의 10대 원칙을 경영 전반에 반영하고 그 이행 "
"다음 글을 간결하게 요약하세요:
LX판토스의 사업 포트폴리오는 ‘국제물류주선업(포워딩)’과 ‘물류센터 운영 및 배송(W&D)’으로 구성돼 있다. 이 중 70%가량이 해운, 항공, 특송 등의 포워딩에서 발생한다. W&D 부문 매출은 전체의 32%를 차지한다. 포워딩은 수출과 수입 사이의 중개 역할로, 화물이 잘 운송되도록 제반 서비스를 제공하는 일이다. 포워딩 사업의 첫 번째 고객은 물건을 보내는 ‘화주’다.","LX판토스의 사업 포트폴리오는 ‘국제물류주선업(포워딩)’과 ‘물류센터 운영 및 배송(W&D)’으로 구성돼 있다. 이 중 70%가량이 해운, 항공, 특송 등의 포워딩에서 발생한다. W&D 부"
"다음 글을 간결하게 요약하세요:
LX판토스는 LX인터내셔널의 자회사다. LX인터내셔널의 전신은 LG상사로, 2021년 LG그룹에서 분리 출범했다. 이에 따라 LX판토스는 LG그룹과 밀접한 관계를 유지하며, LG그룹의 운송을 담당한다. LG전자와 LG디스플레이, LG화학, LG생활건강 등 IT 제품부터 화장품까지 관계사의 다양한 물량을 수송한다. 2021년 기준 LX판토스의 특수관계자 매출 비중은 68.8%였다.","LX판토스는 LX인터내셔널의 자회사다. LX인터내셔널의 전신은 LG상사로, 2021년 LG그룹에서 분리 출범했다. 이에 따라 LX판토스는 LG그룹과 밀접한 관계를 유지하며, LG그룹의 운송을"
"다음 글을 간결하게 요약하세요:
LX판토스는 LX그룹의 물류 전문 계열사다. 1977년 항공운송 대리점인 범한흥산으로 설립됐고, 1992년 복합운송주선업을 시작했다. 1997년 보세운송 사업을 개시했으며 1999년 통관업에 진출했다. 2000년 홍콩과 인도네시아, 2001년 중국 청도와 상해에 법인을 설립했고 이어 일본과 태국, 싱가포르 등 범아시아로 사업을 확장했다. 유럽 진출 원년은 2004년이다. 네덜란드를 시작으로 영국과 프랑스, 폴란드, 러시아 법인을 세우며 글로벌 물류 기업으로 성장했다. 2005년 인천공항 물류센터를 완공했고, 2006년 국제특송 사업을 개시했다. 2007년 종합 물류 기업으로 인증받았고, 2008년 국내 최초 항공선적 무서류화 전자시스템을 구축하며 대한민국 대표 물류 기업의 면모를 보였다. 2009년에는 세계 최대 중량 화물 항공운송 기네스에 등재되기도 했다.","LX판토스는 LX그룹의 물류 전문 계열사다. 1977년 항공운송 대리점인 범한흥산으로 설립됐고, 1992년 복합운송주선업을 시작했다. 1997년 보세운송 사업을 개시했으며 1999년 통관업에 진출했다. 2000년 홍콩과 인도네시아, 2001년 중국 청도와 상해에 법인을 설립했고 이어 일본과 태국, 싱가포르 등 범아시아로 사업을 확장했다. 유럽 진출 원년은 2004년이다. 네덜란드를"
"다음 글을 간결하게 요약하세요:
2011년 국제 철도운송 사업을 시작했고 2012년 국내 물류업계 최초로 종합 물류관제센터를 오픈했다. 2019년 물류업계 최초로 정보보호 통합 인증 ISMS-P를, 2020년 국내 물류 기업 최초로 CEIV Pharma 인증을 획득했다. 2021 우수 선화주 1등급 인증에 이어 현재의 상호인 LX판토스로 상호를 변경했다. 2022년 인천공항센터 의약품 운송 품질 인증을 취득했고, 글로벌 ESG 지속가능경영 평가 Ecovadis 브론즈 메달, 국내 기업 최초로 신선 화물 항공운송 품질 인증을 획득했다.","2011년 국제 철도운송 사업을 시작했고 2012년 국내 물류업계 최초로 종합 물류관제센터를 오픈했다. 2019년 물류업계 최초로 정보보호 통합 인증 ISMS-P를, 2020년 국내 물류 기업 최초로 CEIV Pharma 인증을 획득했다. 2021 우수"
"다음 글을 간결하게 요약하세요:
현대자동차그룹의 계열사로, 그룹 내 종합물류 업무를 전담한다. 2001년 한국로지텍 주식회사로 설립된 후 2003년 글로비스 주식회사로 사명을 바꿨으며, 2011년 현대자동차그룹 출범과 함께 지금의 현대글로비스가 됐다. 영위 중인 사업은 종합물류업과 유통판매업, 해운업이다. 종합물류업은 고객의 화물에 대한 운송 서비스를 제공하는 사업으로 국내 물류와 해외 물류로 구분된다. 유통판매업은 CKD 부품 공급 사업, 도매 형태의 중고차 경매와 수출을 하는 중고차 사업, 원자재 수출입을 하는 트레이딩 사업으로 구분된다. 해운업은 선박을 이용한 화물운송 사업으로 완성차 운송과 벌크 운송으로 구분된다. 현대글로비스의 주요 고객은 그룹 계열사인 현대자동차와 기아다.","현대자동차그룹의 계열사로, 그룹 내 종합물류 업무를 전담한다. 2001년 한국로지텍 주식회사로 설립된 후 2003년 글로비스 주식회사로 사명을 바꿨으며, 2011년 현대자동차그룹 출범과 함께 지금의 현대글로비스가 됐다. 영위 중인 사업은 종합물류업과 유통판매업, 해운업이다. 종합물류업은 고객의 화물에 대한 운송 서비스를 제공하는"
"다음 글을 간결하게 요약하세요:
CJ그룹의 물류와 건설 등을 담당하는 계열사다. 1930년 설립해 현재 계약물류(CL) 사업과 택배 사업, 글로벌 사업, 건설 사업 등을 영위하고 있다. CL 사업은 다양한 산업군의 고객을 대상으로 스마트물류 설비를 갖춘 물류센터 기반의 제3자물류 서비스를 제공하는 W&D 사업과 항만 인프라와 수송 자원을 활용하는 P&D 사업이다. 택배 사업은 업계 최고 수준의 물량을 처리하며 다양한 배송 서비스를 제공하고 있다. 또 이커머스 시장에 대응해 첨단 기술이 도입된 e풀필먼트 서비스를 제공한다. 글로벌 사업은 항공 및 선박을 이용해 식품, 전기전자 등의 화물을 운송하고 통관 등의 수출입 관련 물류 서비스를 담당하는 포워딩 사업과 전 세계 35개국 112개 법인을 통해 CL 및 포워딩 업무를 진행하는 해외 사업으로 나뉜다. 건설 사업은 물류센터, 리모델링, 연구 시설, 산업 환경 건설 분야에 특화된 건설 사업과 리조트 사업으로 구분된다.","CJ그룹의 물류와 건설 등을 담당하는 계열사다. 1930년 설립해 현재 계약물류(CL) 사업과 택배 사업, 글로벌 사업, 건설 사업 등을 영위하고 있다. CL 사업은 다양한 산업군의 고객을 대상으로 스마트물류 설비를 갖춘 물류센터 기반의 제3자물류 서비스를 제공하는 W&D 사업과 항만 인프라와 수송 자원을 활용하는 P&D 사업이다. 택배 사업은 업계 최고 수준의 물량을 처리하며 다양한 배송 서비스를 제공하고 있다. 또"
"다음 글을 간결하게 요약하세요:
코로나19로 물류운임비가 증가하며 2021년에는 전년 대비 1조 7,580억 원 높은 매출을 기록했다. 영업이익 역시 2020년 대비 1,122억 원 늘며 호실적을 기록했다. LX판토스가 2021년 한 해 바닷길을 통해 수송한 물동량은 165만 8,000TEU다. 이는 국내 1위이자 글로벌 6위 규모로, 국내 2위 경쟁사의 27만TEU와 비교해 압도적이다. 물류 대란이 해소된 2022년은 상대적으로 해운 운임이 하락한 해였음에도 불구하고 해운 153만TEU와 항공 12만 2,000TEU에 힘입어 역대급 매출 실적을 기록했다. 다만, 해운 운임이 인하되며 영업이익은 2021년과 비슷한 수준을 기록했다.","코로나19로 물류운임비가 증가하며 2021년에는 전년 대비 1조 7,580억 원 높은 매출을 기록했다. 영업이익 역시 2020년 대비 1,122억 원 늘며 호실적을 기록했다. LX판토스가 2021년 한 해 바닷길을 통해 수송한 물동량은 165만 8,000TEU다. 이는 국내 1위이자 글로벌 6위 규모로"
"다음 글을 간결하게 요약하세요:
수익 외적인 성과도 있었다. 2022년 7월 글로벌 ESG 지속가능경영평가 에코바디스(Ecovadis) 브론즈 메달을 획득한 데 이어, 12월 정보보안경영시스템 ISO27001 인증을 품에 안았다. 2023년에는 자발적으로 지속가능경영보고서를 첫 발간했으며, 물류업계 최초로 ‘리튬 배터리 항공운송 품질 인증’을 획득하며 전기차 및 이차전지 배터리 시장을 책임지게 됐다.","수익 외적인 성과도 있었다. 2022년 7월 글로벌 ESG 지속가능경영평가 에코바디스(Ecovadis) 브론즈 메달을 획득한 데 이어, 12월 정보보안경영시스템 ISO27001 인증을 "
"다음 글을 간결하게 요약하세요:
산업 간 경계가 모호해지는 ‘빅블러(Big Blur) 시대’가 도래했다. 디지털 기술의 발달로 사물인터넷(IoT), 핀테크, 인공지능(AI) 등이 인터넷을 통해 서로 연결되고 데이터를 교환하기 시작했기 때문이다. 물류 산업 역시 변화하고 있다. 이를 ‘스마트물류’라고 부른다. 2023년 10월 국토교통부가 3곳의 스마트물류센터를 추가로 인증했다. CJ대한통운의 이천2풀필먼트센터와 풀무원엑소후레쉬물류의 음성물류센터 그리고 LX판토스의 남청라물류센터가 그 대상이다. 스마트물류센터 인증제도는 첨단/자동화된 시설과 장비, 시스템 등을 도입해 효율성과 안전성, 친환경성 등을 갖춘 물류센터를 인증하고 다양한 혜택을 부여하는 제도다. 2021년 도입 이후 총 37개소가 인증됐으며, 이번 인증으로 총 40곳이 됐다.","산업 간 경계가 모호해지는 ‘빅블러(Big Blur) 시대’가 도래했다. 디지털 기술의 발달로 사물인터넷(IoT), 핀테크, 인공지능(AI) 등이 인터넷을 통해 서로 연결되고 데이터를 교환하기 시작했기 때문이다. 물류 산업 역시 변화하고 있다. 이를 ‘스마트물류’라고 부른다. 2023년 10월 국토교통부가 3곳의 스마트물류센터를 추가로 인증했다. CJ대"
"다음 글을 간결하게 요약하세요:
이천2풀필먼트센터는 빅데이터 및 인공지능, 로봇 분류 시스템을 기반으로 입고에서 출고까지 전 과정을 일원화해 처리한다. 음성물류센터는 전자석을 이용한 자동분류기를 활용해 연간 72만 톤의 탄소를 감축하고, 국내 식품업계 최초로 갠트리로봇을 도입해 신선 식품을 매장 단위로 분배한다. LX판토스의 남청라물류센터는 스마트셔틀 및 자율이동로봇을 활용한 첨단 물류 프로세스를 구축했고, K-팝 앨범 및 굿즈 상품의 글로벌 풀필먼트 서비스를 종합적으로 제공해 해외 특송과 국내 배송을 연계한 물동량을 처리하는 핵심 거점으로 운영될 예정이다.","이천2풀필먼트센터는 빅데이터 및 인공지능, 로봇 분류 시스템을 기반으로 입고에서 출고까지 전 과정을 일원화해 처리한다. 음성물류센터는 전자석을 이용한 자동분류기를 활용해 연간 72만 톤의 탄소를 감축하고, 국내 식품업계 최초로 갠트리로봇을 도입해 신선 식품을 매장 "
"다음 글을 간결하게 요약하세요:
퀵커머스란 ‘빠른(Quick)’과 ‘상거래(Commerce)’의 합성어로, 주문 후 배송 완료까지 2시간 내에 배송하는 서비스다. 코로나19 팬데믹에 따라 ‘로켓배송’, ‘샛별배송’ 등 이커머스 기업들이 빠른 배송을 경쟁적으로 도입했다. 이후 배달의민족과 CJ올리브영이 각각 B마트와 오늘드림 배송을 시작하며 그 규모가 커졌다. 음식 배달 서비스 기업인 딜리버리히어로에 따르면, 국내 퀵커머스 시장 규모는 2020년 3,500억 원에서 2025년 5조 원으로 성장할 전망이다. 뿐만 아니다. 2022년 쿠팡이 대만 내 로켓배송 서비스를 도입했고, 중국 이커머스 기업인 알리익스프레스가 한국 시장을 대상으로 ‘주문 후 5일 이내 도착’ 서비스를 개시했다. 향후 퀵커머스 시장은 국내를 넘어 글로벌로 확대될 것으로 예상된다.","퀵커머스란 ‘빠른(Quick)’과 ‘상거래(Commerce)’의 합성어로, 주문 후 배송 완료까지 2시간 내에 배송하는 서비스다. 코로나19 팬데믹에 따라 ‘로켓배송’, ‘샛별배송’ 등 이커머스 기업들이 빠른 배송을 경쟁적으로 도입했다. 이후 배달의민족과 CJ올리브영이 각각 B마트와 오늘드림 배송을 시작하며 그 규모가 커졌다. 음식 배달 서비스 기업인 딜리버"
